chart_date,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
1963,0.6889887789901872,0.4841365672455187,161384.42071479998,0.41710043974409655,0.08105619220439994,0.21255742708972428,-12.27564379435279,0.050473885173655274,115.43950562509464,0.5741125767215359
1964,0.6961606068651407,0.46371781092518205,175346.817759415,0.41315332047419323,0.04643187314394643,0.24458005952263714,-12.0288390428922,0.06420637116988347,114.40961395901455,0.5326196095098696
1965,0.6255172195226029,0.4749527985124655,175829.73064326707,0.44217641509307637,0.10281504077826904,0.24419548126952775,-11.61926280824871,0.06199481585997016,116.28391687078401,0.5438657613395549
1966,0.5452023228522062,0.4850735607554449,176710.84432677535,0.4733057400928063,0.1560693931235533,0.24669190077013312,-11.600079623483976,0.06839867367619226,116.18415492027056,0.5730615819261715
1967,0.51911313854389,0.48921204554920256,176680.05388642286,0.4942321343696421,0.15431877477418265,0.2011477754735143,-11.022763158843496,0.052533920190893264,117.50273113320695,0.5616474582583914
1968,0.5116113092793182,0.48517405252847207,193799.22978234867,0.46664547807185947,0.13986886627611278,0.21969798421611844,-11.88894925229375,0.06623842552702444,116.41085613544227,0.5480842019587506
1969,0.4641086003220991,0.4900946888220745,219103.96379603972,0.48527242270451487,0.11441875468847791,0.24255972518331026,-12.197716136698732,0.06305892103306568,117.7446866117105,0.5697626700139661
1970,0.4432349771847107,0.4846490188352616,233056.94002782236,0.514125153292201,0.11785131776801569,0.2554475785497942,-11.577799632625348,0.06362127426621746,118.23365363386353,0.5681444737121301
1971,0.42654499199232804,0.4912996194909591,251476.66597497533,0.5179916448610341,0.12036040649707405,0.24507296316390165,-11.505697531217548,0.061551169568962644,119.19192589442795,0.5546975997933631
1972,0.4350247320574154,0.49673997462275465,257808.23048682994,0.5227174300140031,0.11671880633618612,0.2430837155953874,-11.770003627033079,0.06149121118937539,121.7040728858773,0.5742765614608046
1973,0.40638274455180295,0.4950792307778994,262188.41556526435,0.5254612393670828,0.12066604586402857,0.21916630400083395,-11.744825267778696,0.06627585694629817,120.75657141706462,0.5549020091418323
1974,0.38486698361754557,0.49653398882878935,293334.872254935,0.5513295191878191,0.12902328751071862,0.23404258805280498,-11.39675748087563,0.06233162680176925,121.55512548881131,0.5632784181280022
1975,0.3850123785904907,0.5016973316682393,258143.72650328118,0.537007440576657,0.11074309362599719,0.21716781612688205,-11.569347443985587,0.06104522323079177,119.50333837707564,0.5591939622047235
1976,0.3737579267261211,0.525686816106712,257937.7320013642,0.5571724701563875,0.1036499367092049,0.22916552401242968,-11.373593219563888,0.05947101744849087,119.82769831597786,0.5881772109788985
1977,0.35574261295569437,0.5305340573912949,269198.13660684443,0.5611223497104905,0.12154868110205273,0.23474918641374684,-11.488513505009522,0.06486853931774672,120.28519224297148,0.5736769673613502
1978,0.3145533155914332,0.5456942775561084,268680.1724703929,0.5655450943213265,0.13143457665021174,0.21301997194578717,-11.277928397373946,0.05773324818569885,121.04587193850963,0.5908166903196045
1979,0.27726009026181453,0.5586412970200503,275298.1822148081,0.5912354062166297,0.13132668939072453,0.22867973450567608,-11.290057691839984,0.06853040203043369,121.68453068846972,0.6061378925633968
1980,0.25481219033791735,0.5573647486517621,267669.2651787529,0.6008120103868999,0.10983037513451639,0.2028307186637394,-10.8913757237188,0.060546066777990036,122.6146127598714,0.5941778281641951
1981,0.262058362450426,0.5540345027301519,249785.40940214225,0.5896680349917006,0.10451203541285958,0.22057381649424992,-10.840594863393447,0.06016685668146898,122.62784593755843,0.581852890328794
1982,0.25902127098525857,0.5510226005561012,259583.63186209791,0.5914709224994258,0.11378659158694554,0.21912570855748392,-11.124605404637341,0.06358142945157653,121.86147813912049,0.5702432707097986
1983,0.24424861096078648,0.5822449535245419,263556.3219801301,0.5996392384247141,0.10759653861631438,0.2122336262222921,-11.184488685805203,0.06358244448965583,121.75971944649721,0.5915244345186103
1984,0.2301912123522623,0.5787875910645631,260870.8274974078,0.6280504497349888,0.0879734319742015,0.2117221029416765,-10.598120396576912,0.0592245414251975,122.47755585663886,0.6007369550937831
1985,0.2412135167730269,0.5917345990164883,268674.7571245196,0.6047001102498998,0.09810969022184911,0.20633170631230477,-11.422664788690254,0.05489995414238722,121.72810753523515,0.6008337873281948
1986,0.23357047499911232,0.5781581216727976,260724.62734988367,0.6224288609559523,0.08739338771221465,0.20099474010795124,-11.62631809786828,0.057433476979399344,121.91551193745059,0.5970295913558636
1987,0.23552492053337806,0.5811813133244147,257140.66031009986,0.6067549459610212,0.08509481159369801,0.1868644836867028,-11.941164690353006,0.05697398797025669,120.276952828065,0.5837760117613101
1988,0.20692525849590201,0.5803704576381733,267286.5662551163,0.6317236372439179,0.076691309887757,0.19602495009354692,-11.589893341718989,0.0652692082761207,119.8852702919306,0.5800154993782486
1989,0.21274836790562848,0.5938517731543715,260438.18730516575,0.6298726781379106,0.07740025613069425,0.20914232218956222,-11.497934285702694,0.07630658025689895,118.74504763328376,0.5773887315428476
1990,0.22011700028500558,0.5892911338150181,258183.1931772435,0.6244173301530909,0.06852220816219183,0.20264954738569985,-11.099558157853016,0.07643281526812189,118.8660897543614,0.5650620848179735
1991,0.2488118765099874,0.5928274317269914,254525.17183586134,0.5996817593442672,0.07174910045843072,0.2040318218982124,-11.134876285845824,0.07332105671549502,118.03957378035992,0.5518838092389463
1992,0.24069083563210936,0.5799007941842084,256662.42943271305,0.6058256597419509,0.07015259816200728,0.20842613808512975,-10.778970496585972,0.07579253569518214,117.9137996596242,0.5367826095738879
1993,0.23732338338754877,0.5808918920848025,250014.6131489423,0.6052607823671884,0.07359228607136123,0.21515273866719037,-10.5122050589667,0.07624995243022713,118.07522807066924,0.5251985666900499
1994,0.2576279568889008,0.5802054279035732,244108.74451496522,0.5870578441493647,0.060794853818498355,0.2094212149283908,-10.255979407611502,0.0856576627648125,118.05648018645164,0.5195669947772679
1995,0.24444453719499748,0.5679101380698306,249020.90782361804,0.610423925143687,0.06122384967979336,0.20789725532070671,-9.544238353456771,0.08561914803450113,117.5933240453188,0.5162571242016867
1996,0.25361961029348257,0.5677076810358574,255806.78993026505,0.6063129223226292,0.06887711807763236,0.2056680210939611,-9.382391285750591,0.09192858454965357,116.37611957249382,0.5111408008204852
1997,0.24961401170420203,0.584676216429737,248452.12729576867,0.6079094745987814,0.05875011316743543,0.20773809231920334,-9.086532168407256,0.09546864944969231,115.76213723883063,0.5273287617393315
1998,0.24269328602020604,0.5744790219883082,246840.93235680676,0.6245830764241365,0.05415926774244464,0.22377074498341698,-8.584474216587612,0.09625003770274235,116.61969649927428,0.5091758182756205
1999,0.23796656990869003,0.5796801301491149,249908.9445497163,0.6368822287964961,0.05924847932356978,0.22733547541869462,-8.609536004245708,0.10979354122497359,116.45903673463789,0.5093950878337518
2000,0.22021664462733428,0.5912246592923316,244980.9633260659,0.6485560740513984,0.047230562293997386,0.21707156502356523,-8.03470898106461,0.11189373645655674,116.8269902474163,0.5203753108105827
2001,0.2173259759365422,0.5943218397857283,240528.36156748552,0.6587689465689013,0.05375095497426461,0.2100751907915841,-7.653999071520381,0.11060315101172276,117.60041077702947,0.5298208900264778
2002,0.23440486433508917,0.5829638571614176,240847.31946021292,0.6530224501936438,0.05340986546777202,0.20090156993182628,-7.618694027174228,0.10439385578142857,117.28925657912177,0.5327658070904047
2003,0.21836600976781753,0.5748521289570826,243268.63958010575,0.6724978441237595,0.035057223529667524,0.20394165244856927,-6.987177235887779,0.10443520964435457,118.00684735313367,0.5160657324071731
2004,0.21067297292561085,0.5723693579824449,237035.89746198285,0.6827119413798786,0.03351460539563253,0.20993267049324638,-6.782739882250393,0.10854624737013231,119.58872788135272,0.5130168723219135
2005,0.21942585702705905,0.5682490932683029,239914.284814414,0.6810798836579588,0.035229567627294345,0.20695720743064752,-6.7925034971356615,0.10172216903263345,120.44963257905107,0.5099041905412619
2006,0.21963653370251524,0.5672621358436203,238477.98632796036,0.688601000153315,0.036105414112347384,0.21275716191699737,-6.610227395587041,0.10323122634597677,120.43683282369192,0.5008832965164389
2007,0.23484342959398435,0.5599864192512392,234871.1075184886,0.6780489933759942,0.03414722222134856,0.2074558533759697,-6.541882829897095,0.09277888986202491,122.0557078891787,0.4957312746074268
2008,0.23142804490697536,0.5507677533996751,237568.7365715785,0.673588749757235,0.040768606585944826,0.20304646839522433,-6.703650668568727,0.08467735075245789,123.24498550488289,0.486067324332661
2009,0.22062648607209334,0.5429909393553594,237805.5628562297,0.6821983102234916,0.04117854162281186,0.21039077861471286,-6.610615160034904,0.08152154614459677,123.29470332351255,0.4763917446359269
2010,0.21629998087418417,0.5573183872456203,242508.67633924988,0.6766283205844139,0.045559985605976086,0.2002862414304426,-6.79963623689227,0.08139963794824938,121.88507050920857,0.4936666565954277
2011,0.2267436517657572,0.5581925411618378,240813.3622849814,0.6731313284176411,0.045395764129748176,0.20045825898592534,-6.736706517852242,0.08062981879270471,121.56722834808582,0.48711388080309365
2012,0.2245732307944393,0.5575218399170534,240016.66019104197,0.676763496956287,0.047150757617666246,0.19842320731052832,-6.862159895390484,0.07919068791405057,121.50377997018279,0.48079600826459584
2013,0.24186637138667147,0.5524987480769142,237721.7432267237,0.6639797230369978,0.049114479067151454,0.20166549367613937,-6.980557059327871,0.08037484567960575,121.7321198322536,0.4731792385718513
2014,0.23745535647621757,0.5596903143336422,237038.41321444532,0.663349985935021,0.0524611176447518,0.19634781538943974,-7.148825972244398,0.08223168179595143,121.25643819907438,0.4809484617132842
2015,0.21506767936785767,0.5761436143640059,237075.8235957018,0.6748104398061053,0.0419251674027481,0.19957314698044182,-6.8758743325721285,0.09033247293482098,121.39504611767461,0.4865428410665918
2016,0.23069987413879584,0.583524108151456,235664.98798235058,0.652434409730584,0.03893896206951942,0.19624130673594348,-7.1120150416451136,0.10257283033678553,119.92052792492215,0.4708710096066124
2017,0.23595310660464988,0.6033281915765257,232431.5260890412,0.6353780152797296,0.04018556409888268,0.1897981088162784,-7.245009415333658,0.11314395338581029,120.1126393236181,0.47500916735258397
2018,0.2320753832142789,0.6143071285251342,227987.67562546412,0.6345862943472426,0.029145570878577314,0.18609472989083634,-7.166020958870823,0.12024720847736577,120.10850850680063,0.47355640412652067
2019,0.26158491530412303,0.6139583096710571,221807.8281265641,0.6086491621530673,0.039515129196566065,0.18113183062605936,-7.576607347702245,0.11746598972324254,119.5106710778443,0.46774408558804625
